TimeYears,TimeLabel,Metric,Policy,StateVariable,StateValue,StateValuePlot,DeltaValue
0.0,t=0y,dK_1y,Optimal V,r,0.012500000000000004,1.2500000000000004,103.40029834811872
0.0,t=0y,dK_1y,Optimal V,r,0.015,1.5,98.94411100739458
0.0,t=0y,dK_1y,Optimal V,r,0.0175,1.7500000000000002,98.40781156787234
0.0,t=0y,dK_1y,Optimal V,r,0.020000000000000004,2.0000000000000004,108.67954652073699
0.0,t=0y,dK_1y,Optimal V,r,0.0225,2.25,114.25401984054048
0.0,t=0y,dK_1y,Optimal V,r,0.025,2.5,101.71408819334584
0.0,t=0y,dK_1y,Optimal V,r,0.027500000000000004,2.7500000000000004,93.25145376833777
0.0,t=0y,dK_1y,Optimal V,r,0.03,3.0,92.85500675392453
0.0,t=0y,dK_1y,Optimal V,r,0.0325,3.25,89.0150625616312
0.0,t=0y,dK_1y,Optimal V,r,0.035,3.5000000000000004,87.44701794991056
0.0,t=0y,dK_1y,Optimal V,r,0.037500000000000006,3.7500000000000004,82.40171590447092
0.0,t=0y,dK_1y,Optimal V,r,0.04000000000000001,4.000000000000001,80.25334066295898
0.0,t=0y,dK_1y,Optimal V,r,0.042499999999999996,4.25,86.70018476117335
0.0,t=0y,dK_1y,Optimal V,r,0.045,4.5,89.92063046920708
0.0,t=0y,dK_1y,Optimal V,r,0.0475,4.75,90.20351844152208
0.0,t=0y,dK_1y,Optimal V,r,0.05,5.0,92.26985785254033
0.0,t=0y,dK_1y,Optimal V,r,0.052500000000000005,5.250000000000001,92.90238078689822
0.0,t=0y,dK_1y,Optimal V,r,0.05500000000000001,5.500000000000001,92.8023500705479
0.0,t=0y,dK_1y,Optimal V,r,0.05750000000000001,5.750000000000001,90.71218811237284
0.0,t=0y,dK_1y,Optimal V,r,0.06,6.0,79.46429323446739
0.0,t=0y,dK_1y,Optimal V,r,0.0625,6.25,73.92627941437485
0.0,t=0y,dK_1y,Optimal V,r,0.065,6.5,88.44912741919109
0.0,t=0y,dK_1y,Optimal V,r,0.0675,6.75,98.3423996875166
0.0,t=0y,dK_1y,Optimal V,r,0.07,7.000000000000001,93.19440377127155
0.0,t=0y,dK_1y,Optimal V,r,0.07250000000000001,7.250000000000001,90.04591747641993
0.0,t=0y,dK_1y,Optimal V,r,0.075,7.5,91.55539652061762
0.0,t=0y,dK_1y,Optimal V,r,0.0775,7.75,85.49034625157256
0.0,t=0y,dK_1y,Optimal V,r,0.08,8.0,71.03889067644812
0.0,t=0y,dK_1y,Optimal V,K,-25.0,-25.0,67.05177076200698
0.0,t=0y,dK_1y,Optimal V,K,-22.5,-22.5,67.05177076200698
0.0,t=0y,dK_1y,Optimal V,K,-20.0,-20.0,67.05177076200698
0.0,t=0y,dK_1y,Optimal V,K,-17.5,-17.5,67.05177076200698
0.0,t=0y,dK_1y,Optimal V,K,-15.0,-15.0,67.05177076200698
0.0,t=0y,dK_1y,Optimal V,K,-12.5,-12.5,67.05177076200698
0.0,t=0y,dK_1y,Optimal V,K,-10.0,-10.0,67.05177076200698
0.0,t=0y,dK_1y,Optimal V,K,-7.5,-7.5,67.05177076200698
0.0,t=0y,dK_1y,Optimal V,K,-5.0,-5.0,67.05177076200698
0.0,t=0y,dK_1y,Optimal V,K,-2.5,-2.5,67.05177076200698
0.0,t=0y,dK_1y,Optimal V,K,0.0,0.0,67.05177076200698
0.0,t=0y,dK_1y,Optimal V,K,2.5,2.5,67.05177076200698
0.0,t=0y,dK_1y,Optimal V,K,5.0,5.0,67.05177076200698
0.0,t=0y,dK_1y,Optimal V,K,7.5,7.5,88.96344430299303
0.0,t=0y,dK_1y,Optimal V,K,10.0,10.0,128.45757173631654
0.0,t=0y,dK_1y,Optimal V,K,12.5,12.5,118.05984511690954
0.0,t=0y,dK_1y,Optimal V,K,15.0,15.0,90.81691691097005
0.0,t=0y,dK_1y,Optimal V,K,17.5,17.5,96.03491918592611
0.0,t=0y,dK_1y,Optimal V,K,20.0,20.0,96.1870399467102
0.0,t=0y,dK_1y,Optimal V,K,22.5,22.5,96.18850500890542
0.0,t=0y,dK_1y,Optimal V,K,25.0,25.0,96.18850298952574
0.0,t=0y,dK_1y,Optimal V,K,27.5,27.5,96.18850298952574
0.0,t=0y,dK_1y,Optimal V,K,30.0,30.0,96.18850298952574
0.0,t=0y,dK_1y,Optimal V,K,32.5,32.5,96.18850298952574
0.0,t=0y,dK_1y,Optimal V,K,35.0,35.0,96.18850298952574
0.0,t=0y,dK_1y,Optimal V,q,0.0,0.0,-7.954217594770919
0.0,t=0y,dK_1y,Optimal V,q,5.0,5.0,-2.5927246527793493
0.0,t=0y,dK_1y,Optimal V,q,10.0,10.0,2.7306318358023667
0.0,t=0y,dK_1y,Optimal V,q,15.0,15.0,7.735419824116899
0.0,t=0y,dK_1y,Optimal V,q,20.0,20.0,10.881256181597898
0.0,t=0y,dK_1y,Optimal V,q,25.0,25.0,14.208571341516205
0.0,t=0y,dK_1y,Optimal V,q,30.0,30.0,18.60963721034216
0.0,t=0y,dK_1y,Optimal V,q,35.0,35.0,23.00185250590455
0.0,t=0y,dK_1y,Optimal V,q,40.0,40.0,32.73474501635667
0.0,t=0y,dK_1y,Optimal V,q,45.0,45.0,38.97937829458582
0.0,t=0y,dK_1y,Optimal V,q,50.0,50.0,43.952638105834495
0.0,t=0y,dK_1y,Optimal V,q,55.0,55.0,48.38705176904263
0.0,t=0y,dK_1y,Optimal V,q,60.0,60.0,53.30406493700026
0.0,t=0y,dK_1y,Optimal V,q,65.0,65.0,59.43798358407713
0.0,t=0y,dK_1y,Optimal V,q,70.0,70.0,64.34884896551533
0.0,t=0y,dK_1y,Optimal V,q,75.0,75.0,69.40712148015112
0.0,t=0y,dK_1y,Optimal V,q,80.0,80.0,77.73543561997764
0.0,t=0y,dK_1y,Optimal V,q,85.0,85.0,80.7496771308541
0.0,t=0y,dK_1y,Optimal V,q,90.0,90.0,84.84205360943491
0.0,t=0y,dK_1y,Optimal V,q,95.0,95.0,96.42043014536611
0.0,t=0y,dK_1y,Optimal V,q,100.0,100.0,101.71408819334584
0.0,t=0y,dK_1y,Optimal V,q,105.0,105.0,108.18332940036612
0.0,t=0y,dK_1y,Optimal V,q,110.0,110.0,117.79235758763585
0.0,t=0y,dK_1y,Optimal V,q,115.0,115.0,125.49711351528806
0.0,t=0y,dK_1y,Optimal V,q,120.0,120.0,159.93049632065194
0.0,t=0y,dK_1y,Optimal V,q,125.0,125.0,162.27688665162285
0.0,t=0y,dK_1y,Optimal V,q,130.0,130.0,159.4634255646514
0.0,t=0y,dK_1y,Optimal V,q,135.0,135.0,161.55564117602927
0.0,t=0y,dK_1y,Optimal V,q,140.0,140.0,196.60681475572994
0.0,t=0y,dK_3y,Passive q,r,-0.03,-3.0,224.95666033477445
0.0,t=0y,dK_3y,Passive q,r,-0.0275,-2.75,258.6052266288607
0.0,t=0y,dK_3y,Passive q,r,-0.024999999999999998,-2.5,288.03056832261325
0.0,t=0y,dK_3y,Passive q,r,-0.0225,-2.25,305.2199319255228
0.0,t=0y,dK_3y,Passive q,r,-0.019999999999999997,-1.9999999999999998,313.1288327530031
0.0,t=0y,dK_3y,Passive q,r,-0.017499999999999998,-1.7499999999999998,319.3404180603334
0.0,t=0y,dK_3y,Passive q,r,-0.015,-1.5,323.8858980835854
0.0,t=0y,dK_3y,Passive q,r,-0.012499999999999997,-1.2499999999999998,326.5125223067405
0.0,t=0y,dK_3y,Passive q,r,-0.009999999999999998,-0.9999999999999999,327.7707435865934
0.0,t=0y,dK_3y,Passive q,r,-0.0075,-0.75,327.6730011956544
0.0,t=0y,dK_3y,Passive q,r,-0.0049999999999999975,-0.4999999999999998,326.16193527298003
0.0,t=0y,dK_3y,Passive q,r,-0.0024999999999999988,-0.2499999999999999,323.2563767185419
0.0,t=0y,dK_3y,Passive q,r,0.0,0.0,319.0876503994034
0.0,t=0y,dK_3y,Passive q,r,0.0025000000000000022,0.2500000000000002,313.57042176385505
0.0,t=0y,dK_3y,Passive q,r,0.0050000000000000044,0.5000000000000004,306.52247184650355
0.0,t=0y,dK_3y,Passive q,r,0.0075,0.75,298.19304176429705
0.0,t=0y,dK_3y,Passive q,r,0.010000000000000002,1.0000000000000002,289.1782826442899
0.0,t=0y,dK_3y,Passive q,r,0.012500000000000004,1.2500000000000004,279.3660876349471
0.0,t=0y,dK_3y,Passive q,r,0.015,1.5,268.02841879916207
0.0,t=0y,dK_3y,Passive q,r,0.0175,1.7500000000000002,255.97169876428202
0.0,t=0y,dK_3y,Passive q,r,0.020000000000000004,2.0000000000000004,245.29495337392348
0.0,t=0y,dK_3y,Passive q,r,0.0225,2.25,235.41172725878516
0.0,t=0y,dK_3y,Passive q,r,0.025,2.5,222.24866485454163
0.0,t=0y,dK_3y,Passive q,r,0.027500000000000004,2.7500000000000004,212.07352711637625
0.0,t=0y,dK_3y,Passive q,r,0.03,3.0,208.14896463643942
0.0,t=0y,dK_3y,Passive q,r,0.0325,3.25,204.3958882633986
0.0,t=0y,dK_3y,Passive q,r,0.035,3.5000000000000004,201.02332029677524
0.0,t=0y,dK_3y,Passive q,r,0.037500000000000006,3.7500000000000004,198.8774289529615
0.0,t=0y,dK_3y,Passive q,r,0.04000000000000001,4.000000000000001,197.5670497566407
0.0,t=0y,dK_3y,Passive q,r,0.042499999999999996,4.25,196.50024953075433
0.0,t=0y,dK_3y,Passive q,r,0.045,4.5,195.64819008621353
0.0,t=0y,dK_3y,Passive q,r,0.0475,4.75,195.0781034969341
0.0,t=0y,dK_3y,Passive q,r,0.05,5.0,194.6929927950076
0.0,t=0y,dK_3y,Passive q,r,0.052500000000000005,5.250000000000001,194.3812211612377
0.0,t=0y,dK_3y,Passive q,r,0.05500000000000001,5.500000000000001,194.10314642432115
0.0,t=0y,dK_3y,Passive q,r,0.05750000000000001,5.750000000000001,193.82852022555022
0.0,t=0y,dK_3y,Passive q,r,0.06,6.0,193.488750893766
0.0,t=0y,dK_3y,Passive q,r,0.0625,6.25,192.94730257017213
0.0,t=0y,dK_3y,Passive q,r,0.065,6.5,192.06553058152912
0.0,t=0y,dK_3y,Passive q,r,0.0675,6.75,190.3952550172624
0.0,t=0y,dK_3y,Passive q,r,0.07,7.000000000000001,187.96927548700484
0.0,t=0y,dK_3y,Passive q,r,0.07250000000000001,7.250000000000001,184.6154658393147
0.0,t=0y,dK_3y,Passive q,r,0.075,7.5,175.27352638657675
0.0,t=0y,dK_3y,Passive q,r,0.0775,7.75,157.87354963849626
0.0,t=0y,dK_3y,Passive q,r,0.08,8.0,137.63575761148638
0.0,t=0y,dK_3y,Passive q,K,-25.0,-25.0,193.9739772544458
0.0,t=0y,dK_3y,Passive q,K,-22.5,-22.5,193.9739772544458
0.0,t=0y,dK_3y,Passive q,K,-20.0,-20.0,193.9739772544458
0.0,t=0y,dK_3y,Passive q,K,-17.5,-17.5,193.9739772544458
0.0,t=0y,dK_3y,Passive q,K,-15.0,-15.0,193.9739772544458
0.0,t=0y,dK_3y,Passive q,K,-12.5,-12.5,193.9739772544458
0.0,t=0y,dK_3y,Passive q,K,-10.0,-10.0,193.97397725444625
0.0,t=0y,dK_3y,Passive q,K,-7.5,-7.5,193.97397725445353
0.0,t=0y,dK_3y,Passive q,K,-5.0,-5.0,193.97397725507744
0.0,t=0y,dK_3y,Passive q,K,-2.5,-2.5,193.9739772856933
0.0,t=0y,dK_3y,Passive q,K,0.0,0.0,193.9739783177224
0.0,t=0y,dK_3y,Passive q,K,2.5,2.5,193.97400453484988
0.0,t=0y,dK_3y,Passive q,K,5.0,5.0,193.97455905767902
0.0,t=0y,dK_3y,Passive q,K,7.5,7.5,193.9871569790107
0.0,t=0y,dK_3y,Passive q,K,10.0,10.0,393.9923283779714
0.0,t=0y,dK_3y,Passive q,K,12.5,12.5,244.85904970972507
0.0,t=0y,dK_3y,Passive q,K,15.0,15.0,207.17507495108603
0.0,t=0y,dK_3y,Passive q,K,17.5,17.5,197.03007440404758
0.0,t=0y,dK_3y,Passive q,K,20.0,20.0,194.5789001492298
0.0,t=0y,dK_3y,Passive q,K,22.5,22.5,194.07296841904702
0.0,t=0y,dK_3y,Passive q,K,25.0,25.0,193.98684724628941
0.0,t=0y,dK_3y,Passive q,K,27.5,27.5,193.97523437376827
0.0,t=0y,dK_3y,Passive q,K,30.0,30.0,193.97406165839914
0.0,t=0y,dK_3y,Passive q,K,32.5,32.5,193.97398055466314
0.0,t=0y,dK_3y,Passive q,K,35.0,35.0,193.97397730406678
0.0,t=0y,dK_3y,Passive q,q,0.0,0.0,0.0
0.0,t=0y,dK_3y,Passive q,q,5.0,5.0,9.698699024230578
0.0,t=0y,dK_3y,Passive q,q,10.0,10.0,19.39740275746906
0.0,t=0y,dK_3y,Passive q,q,15.0,15.0,29.09613378569028
0.0,t=0y,dK_3y,Passive q,q,20.0,20.0,38.794948010658345
0.0,t=0y,dK_3y,Passive q,q,25.0,25.0,48.493947357229146
0.0,t=0y,dK_3y,Passive q,q,30.0,30.0,58.210830979370655
0.0,t=0y,dK_3y,Passive q,q,35.0,35.0,67.92455453550537
0.0,t=0y,dK_3y,Passive q,q,40.0,40.0,77.64556535324289
0.0,t=0y,dK_3y,Passive q,q,45.0,45.0,87.37566515434987
0.0,t=0y,dK_3y,Passive q,q,50.0,50.0,97.11674356662404
0.0,t=0y,dK_3y,Passive q,q,55.0,55.0,108.122629921053
0.0,t=0y,dK_3y,Passive q,q,60.0,60.0,118.21148523045913
0.0,t=0y,dK_3y,Passive q,q,65.0,65.0,128.35774111649823
0.0,t=0y,dK_3y,Passive q,q,70.0,70.0,138.56311187631243
0.0,t=0y,dK_3y,Passive q,q,75.0,75.0,148.8289340455945
0.0,t=0y,dK_3y,Passive q,q,80.0,80.0,174.23952354754937
0.0,t=0y,dK_3y,Passive q,q,85.0,85.0,186.12400711086735
0.0,t=0y,dK_3y,Passive q,q,90.0,90.0,198.0906299752441
0.0,t=0y,dK_3y,Passive q,q,95.0,95.0,210.1339468007254
0.0,t=0y,dK_3y,Passive q,q,100.0,100.0,222.24866485454163
0.0,t=0y,dK_3y,Passive q,q,105.0,105.0,319.6075043431936
0.0,t=0y,dK_3y,Passive q,q,110.0,110.0,334.65954754278596
0.0,t=0y,dK_3y,Passive q,q,115.0,115.0,349.66660888950696
0.0,t=0y,dK_3y,Passive q,q,120.0,120.0,364.6268378924148
0.0,t=0y,dK_3y,Passive q,q,125.0,125.0,379.53893414694664
0.0,t=0y,dK_3y,Passive q,q,130.0,130.0,398.70348096675673
0.0,t=0y,dK_3y,Passive q,q,135.0,135.0,412.54856811087444
0.0,t=0y,dK_3y,Passive q,q,140.0,140.0,426.33493104388975
0.0,t=0y,dK_3y,CAR-target,r,-0.03,-3.0,140.84804914991182
0.0,t=0y,dK_3y,CAR-target,r,-0.0275,-2.75,168.17623207686609
0.0,t=0y,dK_3y,CAR-target,r,-0.024999999999999998,-2.5,194.0789505759134
0.0,t=0y,dK_3y,CAR-target,r,-0.0225,-2.25,214.52060860148703
0.0,t=0y,dK_3y,CAR-target,r,-0.019999999999999997,-1.9999999999999998,230.3352184645583
0.0,t=0y,dK_3y,CAR-target,r,-0.017499999999999998,-1.7499999999999998,245.67438789092893
0.0,t=0y,dK_3y,CAR-target,r,-0.015,-1.5,261.3116028671241
0.0,t=0y,dK_3y,CAR-target,r,-0.012499999999999997,-1.2499999999999998,277.564734342522
0.0,t=0y,dK_3y,CAR-target,r,-0.009999999999999998,-0.9999999999999999,294.0177287488802
0.0,t=0y,dK_3y,CAR-target,r,-0.0075,-0.75,310.4713865086589
0.0,t=0y,dK_3y,CAR-target,r,-0.0049999999999999975,-0.4999999999999998,327.509658190115
0.0,t=0y,dK_3y,CAR-target,r,-0.0024999999999999988,-0.2499999999999999,344.57544421833853
0.0,t=0y,dK_3y,CAR-target,r,0.0,0.0,361.3115368347013
0.0,t=0y,dK_3y,CAR-target,r,0.0025000000000000022,0.2500000000000002,377.28104205333904
0.0,t=0y,dK_3y,CAR-target,r,0.0050000000000000044,0.5000000000000004,391.1408025638086
0.0,t=0y,dK_3y,CAR-target,r,0.0075,0.75,402.8670554486815
0.0,t=0y,dK_3y,CAR-target,r,0.010000000000000002,1.0000000000000002,413.936788198076
0.0,t=0y,dK_3y,CAR-target,r,0.012500000000000004,1.2500000000000004,423.7925974417969
0.0,t=0y,dK_3y,CAR-target,r,0.015,1.5,428.40411964992484
0.0,t=0y,dK_3y,CAR-target,r,0.0175,1.7500000000000002,427.0033809291702
0.0,t=0y,dK_3y,CAR-target,r,0.020000000000000004,2.0000000000000004,425.947725325075
0.0,t=0y,dK_3y,CAR-target,r,0.0225,2.25,426.49737185053016
0.0,t=0y,dK_3y,CAR-target,r,0.025,2.5,416.1480723314555
0.0,t=0y,dK_3y,CAR-target,r,0.027500000000000004,2.7500000000000004,399.9091516453492
0.0,t=0y,dK_3y,CAR-target,r,0.03,3.0,388.613565367634
0.0,t=0y,dK_3y,CAR-target,r,0.0325,3.25,375.8636959120667
0.0,t=0y,dK_3y,CAR-target,r,0.035,3.5000000000000004,360.79591604790915
0.0,t=0y,dK_3y,CAR-target,r,0.037500000000000006,3.7500000000000004,344.99583653421786
0.0,t=0y,dK_3y,CAR-target,r,0.04000000000000001,4.000000000000001,328.59197755233646
0.0,t=0y,dK_3y,CAR-target,r,0.042499999999999996,4.25,313.8273699080213
0.0,t=0y,dK_3y,CAR-target,r,0.045,4.5,302.1288662273335
0.0,t=0y,dK_3y,CAR-target,r,0.0475,4.75,291.57867379778247
0.0,t=0y,dK_3y,CAR-target,r,0.05,5.0,281.9829436657428
0.0,t=0y,dK_3y,CAR-target,r,0.052500000000000005,5.250000000000001,275.07961292650026
0.0,t=0y,dK_3y,CAR-target,r,0.05500000000000001,5.500000000000001,270.3532604928497
0.0,t=0y,dK_3y,CAR-target,r,0.05750000000000001,5.750000000000001,266.61091120501044
0.0,t=0y,dK_3y,CAR-target,r,0.06,6.0,263.36291819852465
0.0,t=0y,dK_3y,CAR-target,r,0.0625,6.25,260.6378302094113
0.0,t=0y,dK_3y,CAR-target,r,0.065,6.5,258.12723209032293
0.0,t=0y,dK_3y,CAR-target,r,0.0675,6.75,254.87422260908372
0.0,t=0y,dK_3y,CAR-target,r,0.07,7.000000000000001,250.78975915116646
0.0,t=0y,dK_3y,CAR-target,r,0.07250000000000001,7.250000000000001,245.63619378816873
0.0,t=0y,dK_3y,CAR-target,r,0.075,7.5,232.54274630060763
0.0,t=0y,dK_3y,CAR-target,r,0.0775,7.75,208.65681679244778
0.0,t=0y,dK_3y,CAR-target,r,0.08,8.0,180.97157336604954
0.0,t=0y,dK_3y,CAR-target,K,-25.0,-25.0,90.70488668528424
0.0,t=0y,dK_3y,CAR-target,K,-22.5,-22.5,90.70488668528424
0.0,t=0y,dK_3y,CAR-target,K,-20.0,-20.0,90.70488668528424
0.0,t=0y,dK_3y,CAR-target,K,-17.5,-17.5,90.70488668528424
0.0,t=0y,dK_3y,CAR-target,K,-15.0,-15.0,90.70488668528424
0.0,t=0y,dK_3y,CAR-target,K,-12.5,-12.5,90.70488668528424
0.0,t=0y,dK_3y,CAR-target,K,-10.0,-10.0,90.70488668528424
0.0,t=0y,dK_3y,CAR-target,K,-7.5,-7.5,90.70488668528424
0.0,t=0y,dK_3y,CAR-target,K,-5.0,-5.0,90.70488668528424
0.0,t=0y,dK_3y,CAR-target,K,-2.5,-2.5,90.70488668528424
0.0,t=0y,dK_3y,CAR-target,K,0.0,0.0,90.70488668528424
0.0,t=0y,dK_3y,CAR-target,K,2.5,2.5,91.5732736833238
0.0,t=0y,dK_3y,CAR-target,K,5.0,5.0,109.24113400017359
0.0,t=0y,dK_3y,CAR-target,K,7.5,7.5,202.51163605848478
0.0,t=0y,dK_3y,CAR-target,K,10.0,10.0,372.80608072829256
0.0,t=0y,dK_3y,CAR-target,K,12.5,12.5,441.3519767859899
0.0,t=0y,dK_3y,CAR-target,K,15.0,15.0,399.34546936176594
0.0,t=0y,dK_3y,CAR-target,K,17.5,17.5,372.52576201893095
0.0,t=0y,dK_3y,CAR-target,K,20.0,20.0,321.9985187356283
0.0,t=0y,dK_3y,CAR-target,K,22.5,22.5,281.96458542005763
0.0,t=0y,dK_3y,CAR-target,K,25.0,25.0,265.1327478467508
0.0,t=0y,dK_3y,CAR-target,K,27.5,27.5,259.52404571554223
0.0,t=0y,dK_3y,CAR-target,K,30.0,30.0,257.88073040645565
0.0,t=0y,dK_3y,CAR-target,K,32.5,32.5,257.4763489438292
0.0,t=0y,dK_3y,CAR-target,K,35.0,35.0,257.3967057656141
0.0,t=0y,dK_3y,CAR-target,q,0.0,0.0,106.410804796452
0.0,t=0y,dK_3y,CAR-target,q,5.0,5.0,116.78072144138417
0.0,t=0y,dK_3y,CAR-target,q,10.0,10.0,128.5677905681253
0.0,t=0y,dK_3y,CAR-target,q,15.0,15.0,138.5945264519101
0.0,t=0y,dK_3y,CAR-target,q,20.0,20.0,151.8177050135947
0.0,t=0y,dK_3y,CAR-target,q,25.0,25.0,162.98170248407894
0.0,t=0y,dK_3y,CAR-target,q,30.0,30.0,178.55553488383566
0.0,t=0y,dK_3y,CAR-target,q,35.0,35.0,189.14958034031875
0.0,t=0y,dK_3y,CAR-target,q,40.0,40.0,206.92331413408613
0.0,t=0y,dK_3y,CAR-target,q,45.0,45.0,217.65917616627837
0.0,t=0y,dK_3y,CAR-target,q,50.0,50.0,236.9326493512602
0.0,t=0y,dK_3y,CAR-target,q,55.0,55.0,249.07419889090707
0.0,t=0y,dK_3y,CAR-target,q,60.0,60.0,267.5178985462169
0.0,t=0y,dK_3y,CAR-target,q,65.0,65.0,283.6143327145629
0.0,t=0y,dK_3y,CAR-target,q,70.0,70.0,298.3384630577693
0.0,t=0y,dK_3y,CAR-target,q,75.0,75.0,318.36990666008865
0.0,t=0y,dK_3y,CAR-target,q,80.0,80.0,328.15108184994796
0.0,t=0y,dK_3y,CAR-target,q,85.0,85.0,355.80596204179386
0.0,t=0y,dK_3y,CAR-target,q,90.0,90.0,364.9663247403946
0.0,t=0y,dK_3y,CAR-target,q,95.0,95.0,403.1078491658638
0.0,t=0y,dK_3y,CAR-target,q,100.0,100.0,416.1480723314555
0.0,t=0y,dK_3y,CAR-target,q,105.0,105.0,453.45765817664505
0.0,t=0y,dK_3y,CAR-target,q,110.0,110.0,466.3076844945497
0.0,t=0y,dK_3y,CAR-target,q,115.0,115.0,476.1033036114054
0.0,t=0y,dK_3y,CAR-target,q,120.0,120.0,508.25756784060127
0.0,t=0y,dK_3y,CAR-target,q,125.0,125.0,497.375308740331
0.0,t=0y,dK_3y,CAR-target,q,130.0,130.0,554.0918647126172
0.0,t=0y,dK_3y,CAR-target,q,135.0,135.0,548.771775980666
0.0,t=0y,dK_3y,CAR-target,q,140.0,140.0,512.3954466363898
0.0,t=0y,dK_3y,MtM-band,r,-0.03,-3.0,111.86644282303114
0.0,t=0y,dK_3y,MtM-band,r,-0.0275,-2.75,124.69455711477977
0.0,t=0y,dK_3y,MtM-band,r,-0.024999999999999998,-2.5,135.02215950107927
0.0,t=0y,dK_3y,MtM-band,r,-0.0225,-2.25,139.2523978046223
0.0,t=0y,dK_3y,MtM-band,r,-0.019999999999999997,-1.9999999999999998,140.2301076549266
0.0,t=0y,dK_3y,MtM-band,r,-0.017499999999999998,-1.7499999999999998,141.49560128776454
0.0,t=0y,dK_3y,MtM-band,r,-0.015,-1.5,141.17533194682932
0.0,t=0y,dK_3y,MtM-band,r,-0.012499999999999997,-1.2499999999999998,139.2693164159128
0.0,t=0y,dK_3y,MtM-band,r,-0.009999999999999998,-0.9999999999999999,139.75262582237906
0.0,t=0y,dK_3y,MtM-band,r,-0.0075,-0.75,142.6905200608416
0.0,t=0y,dK_3y,MtM-band,r,-0.0049999999999999975,-0.4999999999999998,141.38768884566906
0.0,t=0y,dK_3y,MtM-band,r,-0.0024999999999999988,-0.2499999999999999,136.75878061284874
0.0,t=0y,dK_3y,MtM-band,r,0.0,0.0,139.3184577029001
0.0,t=0y,dK_3y,MtM-band,r,0.0025000000000000022,0.2500000000000002,145.13683856044952
0.0,t=0y,dK_3y,MtM-band,r,0.0050000000000000044,0.5000000000000004,141.43438748900724
0.0,t=0y,dK_3y,MtM-band,r,0.0075,0.75,139.39245583426606
0.0,t=0y,dK_3y,MtM-band,r,0.010000000000000002,1.0000000000000002,147.08379850057992
0.0,t=0y,dK_3y,MtM-band,r,0.012500000000000004,1.2500000000000004,147.70490379366294
0.0,t=0y,dK_3y,MtM-band,r,0.015,1.5,141.8012599567564
0.0,t=0y,dK_3y,MtM-band,r,0.0175,1.7500000000000002,164.8786481361774
0.0,t=0y,dK_3y,MtM-band,r,0.020000000000000004,2.0000000000000004,177.06932679142773
0.0,t=0y,dK_3y,MtM-band,r,0.0225,2.25,131.8711131479956
0.0,t=0y,dK_3y,MtM-band,r,0.025,2.5,133.75837917615615
0.0,t=0y,dK_3y,MtM-band,r,0.027500000000000004,2.7500000000000004,151.51201615554743
0.0,t=0y,dK_3y,MtM-band,r,0.03,3.0,46.477940393672554
0.0,t=0y,dK_3y,MtM-band,r,0.0325,3.25,16.96954070924304
0.0,t=0y,dK_3y,MtM-band,r,0.035,3.5000000000000004,83.90256310662181
0.0,t=0y,dK_3y,MtM-band,r,0.037500000000000006,3.7500000000000004,83.83823152052634
0.0,t=0y,dK_3y,MtM-band,r,0.04000000000000001,4.000000000000001,68.28241632908232
0.0,t=0y,dK_3y,MtM-band,r,0.042499999999999996,4.25,67.0853411883256
0.0,t=0y,dK_3y,MtM-band,r,0.045,4.5,73.69827933598717
0.0,t=0y,dK_3y,MtM-band,r,0.0475,4.75,72.78280942218991
0.0,t=0y,dK_3y,MtM-band,r,0.05,5.0,72.13894117236188
0.0,t=0y,dK_3y,MtM-band,r,0.052500000000000005,5.250000000000001,73.84184788933672
0.0,t=0y,dK_3y,MtM-band,r,0.05500000000000001,5.500000000000001,74.46750459893532
0.0,t=0y,dK_3y,MtM-band,r,0.05750000000000001,5.750000000000001,73.63378592222111
0.0,t=0y,dK_3y,MtM-band,r,0.06,6.0,74.78393259856959
0.0,t=0y,dK_3y,MtM-band,r,0.0625,6.25,76.90828856836849
0.0,t=0y,dK_3y,MtM-band,r,0.065,6.5,77.06810984384381
0.0,t=0y,dK_3y,MtM-band,r,0.0675,6.75,76.24969142891003
0.0,t=0y,dK_3y,MtM-band,r,0.07,7.000000000000001,76.47531413402984
0.0,t=0y,dK_3y,MtM-band,r,0.07250000000000001,7.250000000000001,77.04932506372538
0.0,t=0y,dK_3y,MtM-band,r,0.075,7.5,74.5015408013497
0.0,t=0y,dK_3y,MtM-band,r,0.0775,7.75,68.26560899536835
0.0,t=0y,dK_3y,MtM-band,r,0.08,8.0,60.97960679049573
0.0,t=0y,dK_3y,MtM-band,K,-25.0,-25.0,122.76545326224232
0.0,t=0y,dK_3y,MtM-band,K,-22.5,-22.5,122.76545326224232
0.0,t=0y,dK_3y,MtM-band,K,-20.0,-20.0,122.76545326224232
0.0,t=0y,dK_3y,MtM-band,K,-17.5,-17.5,122.76545326224232
0.0,t=0y,dK_3y,MtM-band,K,-15.0,-15.0,122.76545326224232
0.0,t=0y,dK_3y,MtM-band,K,-12.5,-12.5,122.76545326224232
0.0,t=0y,dK_3y,MtM-band,K,-10.0,-10.0,122.76545326224232
0.0,t=0y,dK_3y,MtM-band,K,-7.5,-7.5,122.76545326224232
0.0,t=0y,dK_3y,MtM-band,K,-5.0,-5.0,122.76545326224232
0.0,t=0y,dK_3y,MtM-band,K,-2.5,-2.5,122.76545326224232
0.0,t=0y,dK_3y,MtM-band,K,0.0,0.0,122.76545326224232
0.0,t=0y,dK_3y,MtM-band,K,2.5,2.5,122.83483391203026
